academic_year,school_id,proficiency_level,number_of_students,pct,attending_district_institutional_id,district,school
2018-2019,623,2,16,0.42105263157894735,2097,Lincoln County SD,Crestview Heights School
2018-2019,623,1,16,0.42105263157894735,2097,Lincoln County SD,Crestview Heights School
2018-2019,3361,4,0,0,2097,Lincoln County SD,Eddyville Charter School
2018-2019,3361,3,3,0.15789473684210525,2097,Lincoln County SD,Eddyville Charter School
2018-2019,3361,2,7,0.3684210526315789,2097,Lincoln County SD,Eddyville Charter School
2018-2019,3361,1,9,0.47368421052631576,2097,Lincoln County SD,Eddyville Charter School
2018-2019,625,4,20,0.14285714285714285,2097,Lincoln County SD,Sam Case Elementary
2018-2019,625,3,38,0.2714285714285714,2097,Lincoln County SD,Sam Case Elementary
2018-2019,625,2,43,0.30714285714285716,2097,Lincoln County SD,Sam Case Elementary
2018-2019,625,1,39,0.2785714285714286,2097,Lincoln County SD,Sam Case Elementary
2018-2019,4038,4,1,0.09090909090909091,2097,Lincoln County SD,Siletz Valley Schools
2018-2019,4038,3,1,0.09090909090909091,2097,Lincoln County SD,Siletz Valley Schools
2018-2019,4038,2,3,0.2727272727272727,2097,Lincoln County SD,Siletz Valley Schools
2018-2019,4038,1,6,0.5454545454545454,2097,Lincoln County SD,Siletz Valley Schools
2018-2019,620,4,12,0.096,2097,Lincoln County SD,Taft Elementary School
2018-2019,620,3,22,0.176,2097,Lincoln County SD,Taft Elementary School
2018-2019,620,2,35,0.28,2097,Lincoln County SD,Taft Elementary School
2018-2019,620,1,56,0.448,2097,Lincoln County SD,Taft Elementary School
2018-2019,611,4,3,0.05555555555555555,2097,Lincoln County SD,Toledo Elementary School
2018-2019,611,3,13,0.24074074074074073,2097,Lincoln County SD,Toledo Elementary School
2018-2019,611,2,9,0.16666666666666666,2097,Lincoln County SD,Toledo Elementary School
2018-2019,611,1,29,0.5370370370370371,2097,Lincoln County SD,Toledo Elementary School
2018-2019,3366,4,NA,NA,2012,Long Creek SD 17,Long Creek School
2018-2019,3366,3,NA,NA,2012,Long Creek SD 17,Long Creek School
2018-2019,3366,2,NA,NA,2012,Long Creek SD 17,Long Creek School
2018-2019,3366,1,NA,NA,2012,Long Creek SD 17,Long Creek School
2018-2019,5349,4,0,0,2092,Lowell SD 71,Bridge Charter Academy
2018-2019,5349,3,3,0.09090909090909091,2092,Lowell SD 71,Bridge Charter Academy
2018-2019,5349,2,10,0.30303030303030304,2092,Lowell SD 71,Bridge Charter Academy
2018-2019,5349,1,20,0.6060606060606061,2092,Lowell SD 71,Bridge Charter Academy
2018-2019,598,4,2,0.09090909090909091,2092,Lowell SD 71,Lundy Elementary School
2018-2019,598,3,4,0.18181818181818182,2092,Lowell SD 71,Lundy Elementary School
2018-2019,598,2,4,0.18181818181818182,2092,Lowell SD 71,Lundy Elementary School
2018-2019,598,1,12,0.5454545454545454,2092,Lowell SD 71,Lundy Elementary School
2018-2019,5252,4,3,0.1875,2092,Lowell SD 71,Mountain View Academy
2018-2019,5252,3,9,0.5625,2092,Lowell SD 71,Mountain View Academy
2018-2019,5252,2,4,0.25,2092,Lowell SD 71,Mountain View Academy
2018-2019,5252,1,0,0,2092,Lowell SD 71,Mountain View Academy
2018-2019,568,4,0,0,2085,Mapleton SD 32,Mapleton Elementary School
2018-2019,568,3,1,0.07692307692307693,2085,Mapleton SD 32,Mapleton Elementary School
2018-2019,568,2,6,0.46153846153846156,2085,Mapleton SD 32,Mapleton Elementary School
2018-2019,568,1,6,0.46153846153846156,2085,Mapleton SD 32,Mapleton Elementary School
2018-2019,603,4,5,0.3333333333333333,2094,Marcola SD 79J,Marcola Elementary School
2018-2019,603,3,2,0.13333333333333333,2094,Marcola SD 79J,Marcola Elementary School
2018-2019,603,2,3,0.2,2094,Marcola SD 79J,Marcola Elementary School
2018-2019,603,1,5,0.3333333333333333,2094,Marcola SD 79J,Marcola Elementary School
2018-2019,5444,4,NA,NA,2094,Marcola SD 79J,TEACH-NW
2018-2019,5444,3,NA,NA,2094,Marcola SD 79J,TEACH-NW
2018-2019,5444,2,NA,NA,2094,Marcola SD 79J,TEACH-NW
2018-2019,5444,1,NA,NA,2094,Marcola SD 79J,TEACH-NW
2018-2019,594,4,4,0.26666666666666666,2090,McKenzie SD 68,McKenzie River Community School
2018-2019,594,3,3,0.2,2090,McKenzie SD 68,McKenzie River Community School
2018-2019,594,2,4,0.26666666666666666,2090,McKenzie SD 68,McKenzie River Community School
2018-2019,594,1,4,0.26666666666666666,2090,McKenzie SD 68,McKenzie River Community School
2018-2019,1228,4,14,0.23728813559322035,2256,McMinnville SD 40,Columbus Elementary School
2018-2019,1228,3,17,0.288135593220339,2256,McMinnville SD 40,Columbus Elementary School
2018-2019,1228,2,14,0.23728813559322035,2256,McMinnville SD 40,Columbus Elementary School
2018-2019,1228,1,14,0.23728813559322035,2256,McMinnville SD 40,Columbus Elementary School
2018-2019,2784,4,26,0.38235294117647056,2256,McMinnville SD 40,Grandhaven Elementary School
2018-2019,2784,3,21,0.3088235294117647,2256,McMinnville SD 40,Grandhaven Elementary School
2018-2019,2784,2,13,0.19117647058823528,2256,McMinnville SD 40,Grandhaven Elementary School
2018-2019,2784,1,8,0.11764705882352941,2256,McMinnville SD 40,Grandhaven Elementary School
2018-2019,1230,4,39,0.38235294117647056,2256,McMinnville SD 40,Memorial Elementary School
2018-2019,1230,3,32,0.3137254901960784,2256,McMinnville SD 40,Memorial Elementary School
2018-2019,1230,2,16,0.1568627450980392,2256,McMinnville SD 40,Memorial Elementary School
2018-2019,1230,1,15,0.14705882352941177,2256,McMinnville SD 40,Memorial Elementary School
2018-2019,1231,4,29,0.3372093023255814,2256,McMinnville SD 40,Newby Elementary School
2018-2019,1231,3,31,0.36046511627906974,2256,McMinnville SD 40,Newby Elementary School
2018-2019,1231,2,16,0.18604651162790697,2256,McMinnville SD 40,Newby Elementary School
2018-2019,1231,1,10,0.11627906976744186,2256,McMinnville SD 40,Newby Elementary School
2018-2019,4639,4,9,0.12857142857142856,2256,McMinnville SD 40,Sue Buel Elementary
2018-2019,4639,3,22,0.3142857142857143,2256,McMinnville SD 40,Sue Buel Elementary
2018-2019,4639,2,21,0.3,2256,McMinnville SD 40,Sue Buel Elementary
2018-2019,4639,1,18,0.2571428571428571,2256,McMinnville SD 40,Sue Buel Elementary
2018-2019,1232,4,24,0.35294117647058826,2256,McMinnville SD 40,Wascher Elementary School
2018-2019,1232,3,26,0.38235294117647056,2256,McMinnville SD 40,Wascher Elementary School
2018-2019,1232,2,13,0.19117647058823528,2256,McMinnville SD 40,Wascher Elementary School
2018-2019,1232,1,5,0.07352941176470588,2256,McMinnville SD 40,Wascher Elementary School
2018-2019,1350,4,27,0.3253012048192771,2048,Medford SD 549C,Abraham Lincoln Elementary
2018-2019,1350,3,25,0.30120481927710846,2048,Medford SD 549C,Abraham Lincoln Elementary
2018-2019,1350,2,21,0.25301204819277107,2048,Medford SD 549C,Abraham Lincoln Elementary
2018-2019,1350,1,10,0.12048192771084337,2048,Medford SD 549C,Abraham Lincoln Elementary
2018-2019,408,4,8,0.12121212121212122,2048,Medford SD 549C,Griffin Creek Elementary School
2018-2019,408,3,15,0.22727272727272727,2048,Medford SD 549C,Griffin Creek Elementary School
2018-2019,408,2,17,0.25757575757575757,2048,Medford SD 549C,Griffin Creek Elementary School
2018-2019,408,1,26,0.3939393939393939,2048,Medford SD 549C,Griffin Creek Elementary School
2018-2019,409,4,35,0.4069767441860465,2048,Medford SD 549C,Hoover Elementary School
2018-2019,409,3,19,0.22093023255813954,2048,Medford SD 549C,Hoover Elementary School
2018-2019,409,2,15,0.1744186046511628,2048,Medford SD 549C,Hoover Elementary School
2018-2019,409,1,17,0.19767441860465115,2048,Medford SD 549C,Hoover Elementary School
2018-2019,410,4,12,0.18181818181818182,2048,Medford SD 549C,Howard Elementary School
2018-2019,410,3,18,0.2727272727272727,2048,Medford SD 549C,Howard Elementary School
2018-2019,410,2,12,0.18181818181818182,2048,Medford SD 549C,Howard Elementary School
2018-2019,410,1,24,0.36363636363636365,2048,Medford SD 549C,Howard Elementary School
2018-2019,411,4,6,0.10526315789473684,2048,Medford SD 549C,Jackson Elementary School
2018-2019,411,3,10,0.17543859649122806,2048,Medford SD 549C,Jackson Elementary School
2018-2019,411,2,13,0.22807017543859648,2048,Medford SD 549C,Jackson Elementary School
2018-2019,411,1,28,0.49122807017543857,2048,Medford SD 549C,Jackson Elementary School
2018-2019,412,4,13,0.24528301886792453,2048,Medford SD 549C,Jacksonville Elementary School
2018-2019,412,3,17,0.32075471698113206,2048,Medford SD 549C,Jacksonville Elementary School
2018-2019,412,2,15,0.2830188679245283,2048,Medford SD 549C,Jacksonville Elementary School
2018-2019,412,1,8,0.1509433962264151,2048,Medford SD 549C,Jacksonville Elementary School
2018-2019,413,4,10,0.14705882352941177,2048,Medford SD 549C,Jefferson Elementary School
2018-2019,413,3,17,0.25,2048,Medford SD 549C,Jefferson Elementary School
2018-2019,413,2,25,0.36764705882352944,2048,Medford SD 549C,Jefferson Elementary School
2018-2019,413,1,16,0.23529411764705882,2048,Medford SD 549C,Jefferson Elementary School
2018-2019,416,4,10,0.136986301369863,2048,Medford SD 549C,Kennedy Elementary School
2018-2019,416,3,15,0.2054794520547945,2048,Medford SD 549C,Kennedy Elementary School
2018-2019,416,2,18,0.2465753424657534,2048,Medford SD 549C,Kennedy Elementary School
2018-2019,416,1,30,0.410958904109589,2048,Medford SD 549C,Kennedy Elementary School
2018-2019,5205,4,6,0.12,2048,Medford SD 549C,Kids Unlimited Academy
2018-2019,5205,3,17,0.34,2048,Medford SD 549C,Kids Unlimited Academy
2018-2019,5205,2,12,0.24,2048,Medford SD 549C,Kids Unlimited Academy
2018-2019,5205,1,15,0.3,2048,Medford SD 549C,Kids Unlimited Academy
2018-2019,4821,4,9,0.11538461538461539,2048,Medford SD 549C,Logos Public Charter School
2018-2019,4821,3,18,0.23076923076923078,2048,Medford SD 549C,Logos Public Charter School
2018-2019,4821,2,23,0.2948717948717949,2048,Medford SD 549C,Logos Public Charter School
2018-2019,4821,1,28,0.358974358974359,2048,Medford SD 549C,Logos Public Charter School
2018-2019,414,4,35,0.40229885057471265,2048,Medford SD 549C,Lone Pine Elementary School
2018-2019,414,3,16,0.1839080459770115,2048,Medford SD 549C,Lone Pine Elementary School
2018-2019,414,2,20,0.22988505747126436,2048,Medford SD 549C,Lone Pine Elementary School
2018-2019,414,1,16,0.1839080459770115,2048,Medford SD 549C,Lone Pine Elementary School
2018-2019,4593,4,1,0.05,2048,Medford SD 549C,Madrone Trail Public Charter School
2018-2019,4593,3,4,0.2,2048,Medford SD 549C,Madrone Trail Public Charter School
2018-2019,4593,2,7,0.35,2048,Medford SD 549C,Madrone Trail Public Charter School
2018-2019,4593,1,8,0.4,2048,Medford SD 549C,Madrone Trail Public Charter School
2018-2019,415,4,9,0.1,2048,Medford SD 549C,Oak Grove Elementary School
2018-2019,415,3,19,0.2111111111111111,2048,Medford SD 549C,Oak Grove Elementary School
2018-2019,415,2,25,0.2777777777777778,2048,Medford SD 549C,Oak Grove Elementary School
2018-2019,415,1,37,0.4111111111111111,2048,Medford SD 549C,Oak Grove Elementary School
2018-2019,417,4,5,0.07575757575757576,2048,Medford SD 549C,Roosevelt Elementary School
2018-2019,417,3,16,0.24242424242424243,2048,Medford SD 549C,Roosevelt Elementary School
2018-2019,417,2,24,0.36363636363636365,2048,Medford SD 549C,Roosevelt Elementary School
2018-2019,417,1,21,0.3181818181818182,2048,Medford SD 549C,Roosevelt Elementary School
2018-2019,418,4,2,0.15384615384615385,2048,Medford SD 549C,Ruch Elementary School
2018-2019,418,3,5,0.38461538461538464,2048,Medford SD 549C,Ruch Elementary School
2018-2019,418,2,4,0.3076923076923077,2048,Medford SD 549C,Ruch Elementary School
2018-2019,418,1,2,0.15384615384615385,2048,Medford SD 549C,Ruch Elementary School
2018-2019,419,4,3,0.06,2048,Medford SD 549C,Washington Elementary School
2018-2019,419,3,7,0.14,2048,Medford SD 549C,Washington Elementary School
2018-2019,419,2,16,0.32,2048,Medford SD 549C,Washington Elementary School
2018-2019,419,1,24,0.48,2048,Medford SD 549C,Washington Elementary School
2018-2019,420,4,12,0.15789473684210525,2048,Medford SD 549C,Wilson Elementary School
2018-2019,420,3,23,0.3026315789473684,2048,Medford SD 549C,Wilson Elementary School
2018-2019,420,2,15,0.19736842105263158,2048,Medford SD 549C,Wilson Elementary School
2018-2019,420,1,26,0.34210526315789475,2048,Medford SD 549C,Wilson Elementary School
2018-2019,5434,4,13,0.09285714285714286,2205,Milton-Freewater Unified SD 7,Gib Olinger Elementary School
2018-2019,5434,3,34,0.24285714285714285,2205,Milton-Freewater Unified SD 7,Gib Olinger Elementary School
2018-2019,5434,2,38,0.2714285714285714,2205,Milton-Freewater Unified SD 7,Gib Olinger Elementary School
2018-2019,5434,1,55,0.39285714285714285,2205,Milton-Freewater Unified SD 7,Gib Olinger Elementary School
2018-2019,5440,4,1,0.07142857142857142,2249,Mitchell SD 55,Cascade Virtual Academy
2018-2019,5440,3,1,0.07142857142857142,2249,Mitchell SD 55,Cascade Virtual Academy
2018-2019,5440,2,6,0.42857142857142855,2249,Mitchell SD 55,Cascade Virtual Academy
2018-2019,5440,1,6,0.42857142857142855,2249,Mitchell SD 55,Cascade Virtual Academy
2018-2019,3404,4,NA,NA,2249,Mitchell SD 55,Mitchell School
2018-2019,3404,3,NA,NA,2249,Mitchell SD 55,Mitchell School
2018-2019,3404,2,NA,NA,2249,Mitchell SD 55,Mitchell School
2018-2019,3404,1,NA,NA,2249,Mitchell SD 55,Mitchell School
2018-2019,93,4,5,0.16666666666666666,1925,Molalla River SD 35,Clarkes Elementary School
2018-2019,93,3,13,0.43333333333333335,1925,Molalla River SD 35,Clarkes Elementary School
2018-2019,93,2,7,0.23333333333333334,1925,Molalla River SD 35,Clarkes Elementary School
2018-2019,93,1,5,0.16666666666666666,1925,Molalla River SD 35,Clarkes Elementary School
2018-2019,94,4,8,0.11940298507462686,1925,Molalla River SD 35,Molalla Elementary School
2018-2019,94,3,20,0.29850746268656714,1925,Molalla River SD 35,Molalla Elementary School
2018-2019,94,2,12,0.1791044776119403,1925,Molalla River SD 35,Molalla Elementary School
2018-2019,94,1,27,0.40298507462686567,1925,Molalla River SD 35,Molalla Elementary School
2018-2019,4745,4,1,0.041666666666666664,1925,Molalla River SD 35,Molalla River Academy
2018-2019,4745,3,5,0.20833333333333334,1925,Molalla River SD 35,Molalla River Academy
2018-2019,4745,2,6,0.25,1925,Molalla River SD 35,Molalla River Academy
2018-2019,4745,1,12,0.5,1925,Molalla River SD 35,Molalla River Academy
2018-2019,121,4,10,0.25,1925,Molalla River SD 35,Mulino Elementary School
2018-2019,121,3,10,0.25,1925,Molalla River SD 35,Mulino Elementary School
2018-2019,121,2,13,0.325,1925,Molalla River SD 35,Mulino Elementary School
2018-2019,121,1,7,0.175,1925,Molalla River SD 35,Mulino Elementary School
2018-2019,4818,4,NA,NA,1925,Molalla River SD 35,Renaissance Public Academy
2018-2019,4818,3,NA,NA,1925,Molalla River SD 35,Renaissance Public Academy
2018-2019,4818,2,NA,NA,1925,Molalla River SD 35,Renaissance Public Academy
2018-2019,4818,1,NA,NA,1925,Molalla River SD 35,Renaissance Public Academy
2018-2019,128,4,8,0.1951219512195122,1925,Molalla River SD 35,Rural Dell Elementary School
2018-2019,128,3,15,0.36585365853658536,1925,Molalla River SD 35,Rural Dell Elementary School
2018-2019,128,2,13,0.3170731707317073,1925,Molalla River SD 35,Rural Dell Elementary School
2018-2019,128,1,5,0.12195121951219512,1925,Molalla River SD 35,Rural Dell Elementary School
2018-2019,1321,4,6,0.20689655172413793,1898,Monroe SD 1J,Monroe Grade School
2018-2019,1321,3,3,0.10344827586206896,1898,Monroe SD 1J,Monroe Grade School
2018-2019,1321,2,7,0.2413793103448276,1898,Monroe SD 1J,Monroe Grade School
2018-2019,1321,1,13,0.4482758620689655,1898,Monroe SD 1J,Monroe Grade School
2018-2019,3350,4,NA,NA,2010,Monument SD 8,Monument School
2018-2019,3350,3,NA,NA,2010,Monument SD 8,Monument School
2018-2019,3350,2,NA,NA,2010,Monument SD 8,Monument School
2018-2019,3350,1,NA,NA,2010,Monument SD 8,Monument School
2018-2019,813,4,11,0.1746031746031746,2147,Morrow SD 1,A C Houghton Elementary School
2018-2019,813,3,20,0.31746031746031744,2147,Morrow SD 1,A C Houghton Elementary School
2018-2019,813,2,16,0.25396825396825395,2147,Morrow SD 1,A C Houghton Elementary School
2018-2019,813,1,16,0.25396825396825395,2147,Morrow SD 1,A C Houghton Elementary School
2018-2019,815,4,3,0.14285714285714285,2147,Morrow SD 1,Heppner Elementary School
2018-2019,815,3,6,0.2857142857142857,2147,Morrow SD 1,Heppner Elementary School
2018-2019,815,2,9,0.42857142857142855,2147,Morrow SD 1,Heppner Elementary School
2018-2019,815,1,3,0.14285714285714285,2147,Morrow SD 1,Heppner Elementary School
2018-2019,5433,4,NA,NA,2147,Morrow SD 1,Morrow Education Center
2018-2019,5433,3,NA,NA,2147,Morrow SD 1,Morrow Education Center
2018-2019,5433,2,NA,NA,2147,Morrow SD 1,Morrow Education Center
2018-2019,5433,1,NA,NA,2147,Morrow SD 1,Morrow Education Center
2018-2019,814,4,4,0.05194805194805195,2147,Morrow SD 1,Sam Boardman Elementary School
2018-2019,814,3,19,0.24675324675324675,2147,Morrow SD 1,Sam Boardman Elementary School
2018-2019,814,2,25,0.3246753246753247,2147,Morrow SD 1,Sam Boardman Elementary School
2018-2019,814,1,29,0.37662337662337664,2147,Morrow SD 1,Sam Boardman Elementary School
2018-2019,793,4,17,0.23943661971830985,2145,Mt Angel SD 91,St Marys Public School
2018-2019,793,3,13,0.18309859154929578,2145,Mt Angel SD 91,St Marys Public School
2018-2019,793,2,22,0.30985915492957744,2145,Mt Angel SD 91,St Marys Public School
2018-2019,793,1,19,0.2676056338028169,2145,Mt Angel SD 91,St Marys Public School
2018-2019,214,4,2,0.05714285714285714,1968,Myrtle Point SD 41,Myrtle Crest School
2018-2019,214,3,7,0.2,1968,Myrtle Point SD 41,Myrtle Crest School
2018-2019,214,2,6,0.17142857142857143,1968,Myrtle Point SD 41,Myrtle Crest School
2018-2019,214,1,20,0.5714285714285714,1968,Myrtle Point SD 41,Myrtle Crest School
2018-2019,1020,4,1,0.038461538461538464,2198,Neah-Kah-Nie SD 56,Garibaldi Elementary School
2018-2019,1020,3,8,0.3076923076923077,2198,Neah-Kah-Nie SD 56,Garibaldi Elementary School
2018-2019,1020,2,8,0.3076923076923077,2198,Neah-Kah-Nie SD 56,Garibaldi Elementary School
2018-2019,1020,1,9,0.34615384615384615,2198,Neah-Kah-Nie SD 56,Garibaldi Elementary School
2018-2019,1021,4,3,0.10714285714285714,2198,Neah-Kah-Nie SD 56,Nehalem Elementary School
2018-2019,1021,3,6,0.21428571428571427,2198,Neah-Kah-Nie SD 56,Nehalem Elementary School
2018-2019,1021,2,10,0.35714285714285715,2198,Neah-Kah-Nie SD 56,Nehalem Elementary School
2018-2019,1021,1,9,0.32142857142857145,2198,Neah-Kah-Nie SD 56,Nehalem Elementary School
2018-2019,1019,4,2,0.05263157894736842,2199,Nestucca Valley SD 101J,Nestucca Valley Elementary
2018-2019,1019,3,14,0.3684210526315789,2199,Nestucca Valley SD 101J,Nestucca Valley Elementary
2018-2019,1019,2,10,0.2631578947368421,2199,Nestucca Valley SD 101J,Nestucca Valley Elementary
2018-2019,1019,1,12,0.3157894736842105,2199,Nestucca Valley SD 101J,Nestucca Valley Elementary
2018-2019,1335,4,30,0.46153846153846156,2254,Newberg SD 29J,Antonia Crater Elementary School
2018-2019,1335,3,15,0.23076923076923078,2254,Newberg SD 29J,Antonia Crater Elementary School
2018-2019,1335,2,12,0.18461538461538463,2254,Newberg SD 29J,Antonia Crater Elementary School
2018-2019,1335,1,8,0.12307692307692308,2254,Newberg SD 29J,Antonia Crater Elementary School
2018-2019,1216,4,7,0.17073170731707318,2254,Newberg SD 29J,Dundee Elementary School
2018-2019,1216,3,11,0.2682926829268293,2254,Newberg SD 29J,Dundee Elementary School
2018-2019,1216,2,8,0.1951219512195122,2254,Newberg SD 29J,Dundee Elementary School
2018-2019,1216,1,15,0.36585365853658536,2254,Newberg SD 29J,Dundee Elementary School
2018-2019,1217,4,17,0.19318181818181818,2254,Newberg SD 29J,Edwards Elementary School
2018-2019,1217,3,20,0.22727272727272727,2254,Newberg SD 29J,Edwards Elementary School
2018-2019,1217,2,29,0.32954545454545453,2254,Newberg SD 29J,Edwards Elementary School
2018-2019,1217,1,22,0.25,2254,Newberg SD 29J,Edwards Elementary School
2018-2019,1218,4,19,0.48717948717948717,2254,Newberg SD 29J,Ewing Young Elementary School
2018-2019,1218,3,10,0.2564102564102564,2254,Newberg SD 29J,Ewing Young Elementary School
2018-2019,1218,2,5,0.1282051282051282,2254,Newberg SD 29J,Ewing Young Elementary School
2018-2019,1218,1,5,0.1282051282051282,2254,Newberg SD 29J,Ewing Young Elementary School
2018-2019,4342,4,10,0.19607843137254902,2254,Newberg SD 29J,Joan Austin Elementary School
2018-2019,4342,3,14,0.27450980392156865,2254,Newberg SD 29J,Joan Austin Elementary School
2018-2019,4342,2,14,0.27450980392156865,2254,Newberg SD 29J,Joan Austin Elementary School
2018-2019,4342,1,13,0.2549019607843137,2254,Newberg SD 29J,Joan Austin Elementary School
2018-2019,1219,4,22,0.29333333333333333,2254,Newberg SD 29J,Mabel Rush Elementary School
2018-2019,1219,3,29,0.38666666666666666,2254,Newberg SD 29J,Mabel Rush Elementary School
2018-2019,1219,2,13,0.17333333333333334,2254,Newberg SD 29J,Mabel Rush Elementary School
2018-2019,1219,1,11,0.14666666666666667,2254,Newberg SD 29J,Mabel Rush Elementary School
2018-2019,204,4,24,0.3333333333333333,1966,North Bend SD 13,Hillcrest Elementary School
2018-2019,204,3,28,0.3888888888888889,1966,North Bend SD 13,Hillcrest Elementary School
2018-2019,204,2,12,0.16666666666666666,1966,North Bend SD 13,Hillcrest Elementary School
2018-2019,204,1,8,0.1111111111111111,1966,North Bend SD 13,Hillcrest Elementary School
2018-2019,205,4,7,0.10294117647058823,1966,North Bend SD 13,North Bay Elementary School
2018-2019,205,3,20,0.29411764705882354,1966,North Bend SD 13,North Bay Elementary School
2018-2019,205,2,14,0.20588235294117646,1966,North Bend SD 13,North Bay Elementary School
2018-2019,205,1,27,0.39705882352941174,1966,North Bend SD 13,North Bay Elementary School
2018-2019,4690,4,8,0.08695652173913043,1966,North Bend SD 13,Oregon Virtual Academy
2018-2019,4690,3,21,0.22826086956521738,1966,North Bend SD 13,Oregon Virtual Academy
2018-2019,4690,2,25,0.2717391304347826,1966,North Bend SD 13,Oregon Virtual Academy
2018-2019,4690,1,38,0.41304347826086957,1966,North Bend SD 13,Oregon Virtual Academy
2018-2019,4762,4,8,0.13559322033898305,1924,North Clackamas SD 12,Ardenwald Elementary School
2018-2019,4762,3,19,0.3220338983050847,1924,North Clackamas SD 12,Ardenwald Elementary School
2018-2019,4762,2,15,0.2542372881355932,1924,North Clackamas SD 12,Ardenwald Elementary School
2018-2019,4762,1,17,0.288135593220339,1924,North Clackamas SD 12,Ardenwald Elementary School
2018-2019,65,4,13,0.18840579710144928,1924,North Clackamas SD 12,Bilquist Elementary School
2018-2019,65,3,16,0.2318840579710145,1924,North Clackamas SD 12,Bilquist Elementary School
2018-2019,65,2,13,0.18840579710144928,1924,North Clackamas SD 12,Bilquist Elementary School
2018-2019,65,1,27,0.391304347826087,1924,North Clackamas SD 12,Bilquist Elementary School
2018-2019,4475,4,8,0.3076923076923077,1924,North Clackamas SD 12,Cascade Heights Public Charter School
2018-2019,4475,3,6,0.23076923076923078,1924,North Clackamas SD 12,Cascade Heights Public Charter School
2018-2019,4475,2,6,0.23076923076923078,1924,North Clackamas SD 12,Cascade Heights Public Charter School
2018-2019,4475,1,6,0.23076923076923078,1924,North Clackamas SD 12,Cascade Heights Public Charter School
2018-2019,4223,4,0,0,1924,North Clackamas SD 12,Clackamas Web Academy
2018-2019,4223,3,2,0.2,1924,North Clackamas SD 12,Clackamas Web Academy
2018-2019,4223,2,2,0.2,1924,North Clackamas SD 12,Clackamas Web Academy
2018-2019,4223,1,6,0.6,1924,North Clackamas SD 12,Clackamas Web Academy
2018-2019,4005,4,10,0.2,1924,North Clackamas SD 12,El Puente
2018-2019,4005,3,8,0.16,1924,North Clackamas SD 12,El Puente
2018-2019,4005,2,12,0.24,1924,North Clackamas SD 12,El Puente
2018-2019,4005,1,20,0.4,1924,North Clackamas SD 12,El Puente
2018-2019,4763,4,23,0.3194444444444444,1924,North Clackamas SD 12,Happy Valley Elementary School
2018-2019,4763,3,27,0.375,1924,North Clackamas SD 12,Happy Valley Elementary School
2018-2019,4763,2,15,0.20833333333333334,1924,North Clackamas SD 12,Happy Valley Elementary School
2018-2019,4763,1,7,0.09722222222222222,1924,North Clackamas SD 12,Happy Valley Elementary School
2018-2019,4764,4,5,0.0847457627118644,1924,North Clackamas SD 12,Lewelling Elementary School
2018-2019,4764,3,12,0.2033898305084746,1924,North Clackamas SD 12,Lewelling Elementary School
2018-2019,4764,2,14,0.23728813559322035,1924,North Clackamas SD 12,Lewelling Elementary School
2018-2019,4764,1,28,0.4745762711864407,1924,North Clackamas SD 12,Lewelling Elementary School
2018-2019,4765,4,2,0.047619047619047616,1924,North Clackamas SD 12,Linwood Elementary School
2018-2019,4765,3,4,0.09523809523809523,1924,North Clackamas SD 12,Linwood Elementary School
2018-2019,4765,2,11,0.2619047619047619,1924,North Clackamas SD 12,Linwood Elementary School
2018-2019,4765,1,25,0.5952380952380952,1924,North Clackamas SD 12,Linwood Elementary School
2018-2019,73,4,1,0.05,1924,North Clackamas SD 12,Milwaukie Elementary School
2018-2019,73,3,7,0.35,1924,North Clackamas SD 12,Milwaukie Elementary School
2018-2019,73,2,8,0.4,1924,North Clackamas SD 12,Milwaukie Elementary School
2018-2019,73,1,4,0.2,1924,North Clackamas SD 12,Milwaukie Elementary School
2018-2019,1264,4,14,0.25,1924,North Clackamas SD 12,Mount Scott Elementary School
2018-2019,1264,3,19,0.3392857142857143,1924,North Clackamas SD 12,Mount Scott Elementary School
2018-2019,1264,2,11,0.19642857142857142,1924,North Clackamas SD 12,Mount Scott Elementary School
2018-2019,1264,1,12,0.21428571428571427,1924,North Clackamas SD 12,Mount Scott Elementary School
2018-2019,3342,4,8,0.13793103448275862,1924,North Clackamas SD 12,Oak Grove Elementary
2018-2019,3342,3,14,0.2413793103448276,1924,North Clackamas SD 12,Oak Grove Elementary
2018-2019,3342,2,16,0.27586206896551724,1924,North Clackamas SD 12,Oak Grove Elementary
2018-2019,3342,1,20,0.3448275862068966,1924,North Clackamas SD 12,Oak Grove Elementary
2018-2019,4766,4,13,0.15476190476190477,1924,North Clackamas SD 12,Oregon Trail Elementary School
2018-2019,4766,3,23,0.27380952380952384,1924,North Clackamas SD 12,Oregon Trail Elementary School
2018-2019,4766,2,16,0.19047619047619047,1924,North Clackamas SD 12,Oregon Trail Elementary School
2018-2019,4766,1,32,0.38095238095238093,1924,North Clackamas SD 12,Oregon Trail Elementary School
2018-2019,76,4,5,0.08064516129032258,1924,North Clackamas SD 12,Riverside Elementary School
2018-2019,76,3,16,0.25806451612903225,1924,North Clackamas SD 12,Riverside Elementary School
2018-2019,76,2,19,0.3064516129032258,1924,North Clackamas SD 12,Riverside Elementary School
2018-2019,76,1,22,0.3548387096774194,1924,North Clackamas SD 12,Riverside Elementary School
2018-2019,4713,4,26,0.2736842105263158,1924,North Clackamas SD 12,Scouters Mountain Elementary
2018-2019,4713,3,28,0.29473684210526313,1924,North Clackamas SD 12,Scouters Mountain Elementary
